"register","index","code","type","required","in_required","out_required","conditional_required","conditional_in_required","conditional_out_required","length","xsd_type","decimal","spec_type","spec_required","desc"
"D100","23","COD_CTA","char","","","","","","","","","","C","","Código da conta analítica contábil debitada/creditada"
"D100","24","COD_MUN_ORIG","char","","","","","","","007*","numeric_code","","N","","Código do município de origem do serviço, conforme a tabela IBGE (Preencher com 9999999, se Exterior)"
"D100","25","COD_MUN_DEST","char","","","","","","","007*","numeric_code","","N","","Código do município de destino do serviço, conforme a tabela IBGE (Preencher com 9999999, se Exterior)"
"D101","2","VL_FCP_UF_DEST","float","True","","","","","","","","2","N","O","Valor total relativo ao Fundo de Combate à Pobreza (FCP) da UF de destino se for operação de entrada ou da UF de origem de se for operação de saída"
"D101","3","VL_ICMS_UF_DEST","float","True","","","","","","","","2","N","O","Valor total do ICMS interestadual para a UF de destino"
"D101","4","VL_ICMS_UF_REM","float","True","","","","","","","","2","N","O","Valor total do ICMS interestadual para a UF do remetente"
"D110","2","NUM_ITEM","char","","","","","","","003","numeric_code","","N","","Número seqüencial do item no documento fiscal"
"D110","3","COD_ITEM","char","","","","","","","060","","","C","","Código do item (campo 02 do Registro 0200)"
"D110","4","VL_SERV","float","","","","","","","","","2","N","","Valor do serviço"
"D110","5","VL_OUT","float","","","","","","","","","2","N","","Outros valores"
"D120","2","COD_MUN_ORIG","char","","","","","","","007*","numeric_code","","N","","Código do município de origem do serviço, conforme a tabela IBGE"
"D120","3","COD_MUN_DEST","char","","","","","","","007*","numeric_code","","N","","Código do município de destino, conforme a tabela IBGE"
"D120","4","VEIC_ID","char","","","","","","","007","","","C","","Placa de identificação do veículo"
"D120","5","UF_ID","char","","","","","","","002","","","C","","Sigla da UF da placa do veículo"
"D130","2","COD_PART_CONSG","char","","","","","","","060","","","C","","Código do participante (campo 02 do Registro 0150): - consignatário, se houver"
"D130","3","COD_PART_RED","char","","","","","","","060","","","C","","Código do participante (campo 02 do Registro 0150): - redespachante, se houver"
"D130","4","IND_FRT_RED","char","","","","","","","001","","","C","","Indicador do tipo do frete da operação de redespacho"
"D130","5","COD_MUN_ORIG","char","","","","","","","007*","numeric_code","","N","","Código do município de origem do serviço, conforme a tabela IBGE"
"D130","6","COD_MUN_DEST","char","","","","","","","007*","numeric_code","","N","","Código do município de destino, conforme a tabela IBGE"
"D130","7","VEIC_ID","char","","","","","","","007","","","C","","Placa de identificação do veículo"
"D130","8","VL_LIQ_FRT","float","","","","","","","","","2","N","","Valor líquido do frete"
"D130","9","VL_SEC_CAT","float","","","","","","","","","2","N","","Soma de valores de SEC/CAT (serviços de coleta/custo adicional de transporte)"
"D130","10","VL_DESP","float","","","","","","","","","2","N","","Soma de valores de despacho"
"D130","11","VL_PEDG","float","","","","","","","","","2","N","","Soma dos valores de pedágio"
"D130","12","VL_OUT","float","","","","","","","","","2","N","","Outros valores"
"D130","13","VL_FRT","float","","","","","","","","","2","N","","Valor total do frete"
"D130","14","UF_ID","char","","","","","","","002","","","C","","Sigla da UF da placa do veículo"
"D140","2","COD_PART_CONSG","char","","","","","","","060","","","C","","Código do participante (campo 02 do Registro 0150): - consignatário, se houver"
"D140","3","COD_MUN_ORIG","char","","","","","","","007*","numeric_code","","N","","Código do município de origem do serviço, conforme a tabela IBGE"
"D140","4","COD_MUN_DEST","char","","","","","","","007*","numeric_code","","N","","Código do município de destino, conforme a tabela IBGE"
"D140","5","IND_VEIC","char","","","","","","","001","","","C","","Indicador do tipo do veículo transportador"
"D140","6","VEIC_ID","char","","","","","","","","","","C","","Identificação da embarcação (IRIM ou Registro CPP)"
"D140","7","IND_NAV","char","","","","","","","001","","","C","","Indicador do tipo da navegação"
"D140","8","VIAGEM","int","","","","","","","","","","N","","Número da viagem"
"D140","9","VL_FRT_LIQ","float","","","","","","","","","2","N","","Valor líquido do frete"
"D140","10","VL_DESP_PORT","float","","","","","","","","","2","N","","Valor das despesas portuárias"
"D140","11","VL_DESP_CAR_DESC","float","","","","","","","","","2","N","","Valor das despesas com carga e descarga"
"D140","12","VL_OUT","float","","","","","","","","","2","N","","Outros valores"
"D140","13","VL_FRT_BRT","float","","","","","","","","","2","N","","Valor bruto do frete"
"D140","14","VL_FRT_MM","float","","","","","","","","","2","N","","Valor adicional do frete para renovação da Marinha Mercante"
"D150","2","COD_MUN_ORIG","char","","","","","","","007*","numeric_code","","N","","Código do município de origem do serviço, conforme a tabela IBGE"
"D150","3","COD_MUN_DEST","char","","","","","","","007*","numeric_code","","N","","Código do município de destino, conforme a tabela IBGE"
"D150","4","VEIC_ID","char","","","","","","","","","","C","","Identificação da aeronave (DAC)"
"D150","5","VIAGEM","int","","","","","","","","","","N","","Número do vôo"
"D150","6","IND_TFA","char","","","","","","","001","","","C","","Indicador do tipo de tarifa aplicada"
"D150","7","VL_PESO_TX","float","","","","","","","","","2","N","","Peso taxado"
"D150","8","VL_TX_TERR","float","","","","","","","","","2","N","","Valor da taxa terrestre"
"D150","9","VL_TX_RED","float","","","","","","","","","2","N","","Valor da taxa de redespacho"
"D150","10","VL_OUT","float","","","","","","","","","2","N","","Outros valores"
"D150","11","VL_TX_ADV","float","","","","","","","","","2","N","","Valor da taxa “ad valorem”"
"D160","2","DESPACHO","char","","","","","","","","","","C","","Identificação do número do despacho"
"D160","3","CNPJ_CPF_REM","char","","","","","","","014","","","C","","CNPJ ou CPF do remetente das mercadorias que constam na nota fiscal"
"D160","4","IE_REM","char","","","","","","","014","","","C","","Inscrição Estadual do remetente das mercadorias que constam na nota fiscal"
"D160","5","COD_MUN_ORI","char","","","","","","","007*","numeric_code","","N","","Código do município de origem, conforme tabela IBGE"
"D160","6","CNPJ_CPF_DEST","char","","","","","","","014","","","C","","CNPJ ou CPF do destinatário das mercadorias que constam na nota fiscal"
"D160","7","IE_DEST","char","","","","","","","014","","","C","","Inscrição Estadual do destinatário das mercadorias que constam na nota fiscal"
"D160","8","COD_MUN_DEST","char","","","","","","","007*","numeric_code","","N","","Código do município de destino, conforme tabela IBGE"
"D161","2","IND_CARGA","char","","","","","","","001","numeric_code","","N","","Indicador do tipo de transporte da carga coletada"
"D161","3","CNPJ_CPF_COL","char","","","","","","","014","","","C","","Número do CNPJ ou CPF do contribuinte do local de coleta"
"D161","4","IE_COL","char","","","","","","","014","","","C","","Inscrição Estadual do contribuinte do local de coleta"
"D161","5","COD_MUN_COL","char","","","","","","","007*","numeric_code","","N","","Código do município do local de coleta, conforme tabela IBGE"
"D161","6","CNPJ_CPF_ENTG","char","","","","","","","014","","","C","","Número do CNPJ ou CPF do contribuinte do local de entrega"
"D161","7","IE_ENTG","char","","","","","","","014","","","C","","Inscrição Estadual do contribuinte do local de entrega"
"D161","8","COD_MUN_ENTG","char","","","","","","","007*","numeric_code","","N","","Código do município do local de entrega, conforme tabela IBGE"
"D162","2","COD_MOD","char","","","","","","","002","","","C","","Código do Modelo de Documento Fiscal"
"D162","3","SER","char","","","","","","","004","","","C","","Série do Documento fiscal"
"D162","4","NUM_DOC","char","","","","","","","009","numeric_code","","N","","Número do documento fiscal"
"D162","5","DT_DOC","date","","","","","","","008*","","","D","","Data de emissão do Documento Fiscal"
"D162","6","VL_DOC","float","","","","","","","","","2","N","","Valor total do documento fiscal"
"D162","7","VL_MERC","float","","","","","","","","","2","N","","Valor das mercadorias constantes no documento fiscal"
"D162","8","QTD_VOL","int","","","","","","","","","","N","","Quantidade de volumes transportados"
"D162","9","PESO_BRT","float","","","","","","","","","2","N","","Peso bruto dos volumes transportados (em kg)"
"D162","10","PESO_LIQ","float","","","","","","","","","2","N","","Peso líquido dos volumes transportados (em kg)"
"D170","2","COD_PART_CONSG","char","","","","","","","060","","","C","","Código do participante (campo 02 do Registro 0150): - consignatário, se houver"
"D170","3","COD_PART_RED","char","","","","","","","060","","","C","","Código do participante (campo 02 do Registro 0150): - redespachante, se houver"
"D170","4","COD_MUN_ORIG","char","","","","","","","007*","numeric_code","","N","","Código do município de origem do serviço, conforme a tabela IBGE"
"D170","5","COD_MUN_DEST","char","","","","","","","007*","numeric_code","","N","","Código do município de destino, conforme a tabela IBGE"
"D170","6","OTM","char","","","","","","","","","","C","","Registro do operador de transporte multimodal"
"D170","7","IND_NAT_FRT","char","","","","","","","001","","","C","","Indicador da natureza do frete"
"D170","8","VL_LIQ_FRT","float","","","","","","","","","2","N","","Valor líquido do frete"
"D170","9","VL_GRIS","float","","","","","","","","","2","N","","Valor do GRIS (gerenciamento de risco)"
"D170","10","VL_PDG","float","","","","","","","","","2","N","","Somatório dos valores de pedágio"
"D170","11","VL_OUT","float","","","","","","","","","2","N","","Outros valores"
"D170","12","VL_FRT","float","","","","","","","","","2","N","","Valor total do frete"
"D170","13","VEIC_ID","char","","","","","","","007","","","C","","Placa de identificação do veículo"
"D170","14","UF_ID","char","","","","","","","002","","","C","","Sigla da UF da placa do veículo"
"D180","2","NUM_SEQ","int","","","","","","","","","","N","","Número de ordem seqüencial do modal"
"D180","3","IND_EMIT","char","","","","","","","001","","","C","","Indicador do emitente do documento fiscal"
"D180","4","CNPJ_CPF_EMIT","char","","","","","","","014","","","C","","CNPJ/CPF do participante emitente do modal"
"D180","5","UF_EMIT","char","","","","","","","002*","","","C","","Sigla da unidade da federação do participante emitente do modal"
"D180","6","IE_EMIT","char","","","","","","","014","","","C","","Inscrição Estadual do participante emitente do modal"
"D180","7","COD_MUN_ORIG","char","","","","","","","007*","numeric_code","","N","","Código do município de origem do serviço, conforme a tabela IBGE"
"D180","8","CNPJ_CPF_TOM","char","","","","","","","014","","","C","","CNPJ/CPF do participante tomador do serviço"
"D180","9","UF_TOM","char","","","","","","","002*","","","C","","Sigla da unidade da federação do participante tomador do serviço"
"D180","10","IE_TOM","char","","","","","","","014","","","C","","Inscrição Estadual do participante tomador do serviço"
"D180","11","COD_MUN_DEST","char","","","","","","","007*","numeric_code","","N","","Código do município de destino, conforme a tabela IBGE(Preencher com 9999999, se Exterior)"
"D180","12","COD_MOD","char","","","","","","","002","","","C","","Código do modelo do documento fiscal, conforme a Tabela Documentos Fiscais do ICMS"
"D180","13","SER","char","","","","","","","004","","","C","","Série do documento fiscal"
"D180","14","SUB","char","","","","","","","003","numeric_code","","N","","Subsérie do documento fiscal"
"D180","15","NUM_DOC","char","","","","","","","009","numeric_code","","N","","Número do documento fiscal"
"D180","16","DT_DOC","date","","","","","","","008*","","","D","","Data da emissão do documento fiscal"
"D180","17","VL_DOC","float","","","","","","","","","2","N","","Valor total do documento fiscal"
"D190","2","CST_ICMS","char","True","","","","","","003*","numeric_code","","N","O","Código da Situação Tributária, conforme Tabela Código da Situação Tributária - CST (ICMS)"
"D190","3","CFOP","char","True","","","","","","004*","numeric_code","","N","O","Código Fiscal de Operação e Prestação"
"D190","4","ALIQ_ICMS","float","","","","","","","006","","2","N","","Alíquota do ICMS"
"D190","5","VL_OPR","float","True","","","","","","","","2","N","O","Valor da operação correspondente à combinação de CST/ICMS, CFOP e alíquota do ICMS"
"D190","6","VL_BC_ICMS","float","True","","","","","","","","2","N","O","Parcela correspondente ao “Valor da base de cálculo do ICMS” referente à combinação CST/ICMS, CFOP e alíquota do ICMS"
"D190","7","VL_ICMS","float","True","","","","","","","","2","N","O","Parcela correspondente ao “Valor do ICMS” referente à combinação CST/ICMS, CFOP e alíquota do ICMS"
"D190","8","VL_RED_BC","float","True","","","","","","","","2","N","O","Valor não tributado em função da redução da base de cálculo do ICMS, referente à combinação de CST/ICMS, CFOP e alíquota do ICMS"
"D190","9","COD_OBS","char","","","","","","","006","","","C","","Código da observação do lançamento fiscal (campo 02 do Registro 0460)"
"D195","2","COD_OBS","char","True","","","","","","006","","","C","O","Código da observação do lançamento fiscal (campo 02 do Registro 0460)"
"D195","3","TXT_COMPL","char","","","","","","","","","","C","","Descrição complementar do código de observação"
"D197","2","COD_AJ","char","True","","","","","","010*","","","C","O","Código do ajuste/benefício/incentivo, conforme TABELA DE AJUSTES E INFORMAÇÕES DE VALORES PROVENIENTES DE DOCUMENTO FISCAL"
"D197","3","DESCR_COMPL_AJ","char","","","","","","","","","","C","","Descrição complementar do ajuste do documento fiscal"
"D197","4","COD_ITEM","char","","","","","","","060","","","C","","Código do item (campo 02 do Registro 0200)"
"D197","5","VL_BC_ICMS","float","","","","","","","","","2","N","","Base de cálculo do ICMS ou do ICMS ST"
"D197","6","ALIQ_ICMS","float","","","","","","","006","","2","N","","Alíquota do ICMS"
"D197","7","VL_ICMS","float","","","","","","","","","2","N","","Valor do ICMS ou ICMS ST"
"D197","8","VL_OUTROS","float","","","","","","","","","2","N","","Outros valores"
"D300","2","COD_MOD","char","","","","","","","002*","","","C","","Código do modelo do documento fiscal, conforme a Tabela Documentos Fiscais do ICMS"
"D300","3","SER","char","","","","","","","004","","","C","","Série do documento fiscal"
"D300","4","SUB","char","","","","","","","004","numeric_code","","N","","Subsérie do documento fiscal"
"D300","5","NUM_DOC_INI","char","","","","","","","006","numeric_code","","N","","Número do primeiro documento fiscal emitido (mesmo modelo, série e subsérie)"
"D300","6","NUM_DOC_FIN","int","","","","","","","","","","N","","Número do último documento fiscal emitido (mesmo modelo, série e subsérie)"
"D300","7","CST_ICMS","char","","","","","","","003*","numeric_code","","N","","Código da Situação Tributária, conforme Tabela Código da Situação Tributária - CST (ICMS)"
"D300","8","CFOP","char","","","","","","","004*","numeric_code","","N","","Código Fiscal de Operação e Prestação"
"D300","9","ALIQ_ICMS","float","","","","","","","006","","2","N","","Alíquota do ICMS"
"D300","10","DT_DOC","date","","","","","","","008*","","","D","","Data da emissão dos documentos fiscais"
"D300","11","VL_OPR","float","","","","","","","","","2","N","","Valor total acumulado das operações correspondentes à combinação de CST/ICMS, CFOP e alíquota do ICMS, incluídas as despesas acessórias e acréscimos"
"D300","12","VL_DESC","float","","","","","","","","","2","N","","Valor total dos descontos"
"D300","13","VL_SERV","float","","","","","","","","","2","N","","Valor total da prestação de serviço"
"D300","14","VL_SEG","float","","","","","","","","","2","N","","Valor de seguro"
"D300","15","VL_OUT_DESP","float","","","","","","","","","2","N","","Valor de outras despesas"
"D300","16","VL_BC_ICMS","float","True","","","","","","","","2","N","O","Valor total da base de cálculo do ICMS"
"D300","17","VL_ICMS","float","True","","","","","","","","2","N","O","Valor total do ICMS"
"D300","18","VL_RED_BC","float","True","","","","","","","","2","N","O","Valor não tributado em função da redução da base de cálculo do ICMS, referente à combinação de CST/ICMS, CFOP e alíquota do ICMS"
"D300","19","COD_OBS","char","","","","","","","006","","","C","","Código da observação do lançamento fiscal (campo 02 do Registro 0460)"
"D300","20","COD_CTA","char","","","","","","","","","","C","","Código da conta analítica contábil debitada/creditada"
"D301","2","NUM_DOC_CANC","int","","","","","","","","","","N","","Número do documento fiscal cancelado"
"D310","2","COD_MUN_ORIG","char","","","","","","","007*","numeric_code","","N","","Código do município de origem do serviço, conforme a tabela IBGE"
"D310","3","VL_SERV","float","","","","","","","","","2","N","","Valor total da prestação de serviço"
"D310","4","VL_BC_ICMS","float","","","","","","","","","2","N","","Valor total da base de cálculo do ICMS"
"D310","5","VL_ICMS","float","","","","","","","","","2","N","","Valor total do ICMS"
"D350","2","COD_MOD","char","","","","","","","002*","","","C","","Código do modelo do documento fiscal, conforme a Tabela Documentos Fiscais do ICMS"
"D350","3","ECF_MOD","char","","","","","","","020","","","C","","Modelo do equipamento"
"D350","4","ECF_FAB","char","","","","","","","021","","","C","","Número de série de fabricação do ECF"
"D350","5","ECF_CX","char","","","","","","","003","numeric_code","","N","","Número do caixa atribuído ao ECF"
"D355","2","DT_DOC","date","","","","","","","008*","","","D","","Data do movimento a que se refere a Redução Z"
"D355","3","CRO","char","","","","","","","003","numeric_code","","N","","Posição do Contador de Reinício de Operação"
"D355","4","CRZ","char","","","","","","","006","numeric_code","","N","","Posição do Contador de Redução Z"
"D355","5","NUM_COO_FIN","char","","","","","","","009","numeric_code","","N","","Número do Contador de Ordem de Operação do último documento emitido no dia. (Número do COO na Redução Z)"
"D355","6","GT_FIN","float","","","","","","","","","2","N","","Valor do Grande Total Final"
"D355","7","VL_BRT","float","","","","","","","","","2","N","","Valor da venda bruta"
"D360","2","VL_PIS","float","","","","","","","","","2","N","","Valor total do PIS"
"D360","3","VL_COFINS","float","","","","","","","","","2","N","","Valor total da COFINS"
"D365","2","COD_TOT_PAR","char","","","","","","","007","","","C","","Código do totalizador, conforme Tabela de Códigos dos Totalizadores Parciais da REDUÇÃO Z"
"D365","3","VLR_ACUM_TOT","float","","","","","","","","","2","N","","Valor acumulado no totalizador, relativo à respectiva Redução Z"
"D365","4","NR_TOT","char","","","","","","","002","numeric_code","","N","","Número do totalizador quando ocorrer mais de uma situação com a mesma carga tributária efetiva"
"D365","5","DESCR_NR_TOT","char","","","","","","","","","","C","","Descrição da situação tributária relativa ao totalizador parcial do campo anterior"
"D370","2","COD_MUN_ORIG","char","","","","","","","007*","numeric_code","","N","","Código do município de origem do serviço, conforme a tabela IBGE"
"D370","3","VL_SERV","float","","","","","","","","","2","N","","Valor total da prestação de serviço"
"D370","4","QTD_BILH","int","","","","","","","","","","N","","Quantidade de bilhetes emitidos"
"D370","5","VL_BC_ICMS","float","","","","","","","","","2","N","","Valor total da base de cálculo do ICMS"
"D370","6","VL_ICMS","float","","","","","","","","","2","N","","Valor total do ICMS"
"D390","2","CST_ICMS","char","","","","","","","003*","numeric_code","","N","","Código da Situação Tributária, conforme Tabela Código da Situação Tributária - CST (ICMS)"
"D390","3","CFOP","char","","","","","","","004*","numeric_code","","N","","Código Fiscal de Operação e Prestação"
"D390","4","ALIQ_ICMS","float","","","","","","","006","","2","N","","Alíquota do ICMS"
"D390","5","VL_OPR","float","","","","","","","","","2","N","","Valor da operação correspondente à combinação de CST/ICMS, CFOP e alíquota do ICMS, incluídas as despesas acessórias e acréscimos"
"D390","6","VL_BC_ISSQN","float","","","","","","","","","2","N","","Valor da base de cálculo do ISSQN"
"D390","7","ALIQ_ISSQN","float","","","","","","","006","","2","N","","Alíquota do ISSQN"
"D390","8","VL_ISSQN","float","","","","","","","","","2","N","","Valor do ISSQN"
"D390","9","VL_BC_ICMS","float","","","","","","","","","2","N","","Base de cálculo do ICMS acumulada relativa à alíquota informada"
"D390","10","VL_ICMS","float","","","","","","","","","2","N","","Valor do ICMS acumulado relativo à alíquota informada"
"D390","11","COD_OBS","char","","","","","","","006","","","C","","Código da observação do lançamento fiscal (campo 02 do Registro 0460)"
"D400","2","COD_PART","char","","","","","","","060","","","C","","Código do participante (campo 02 do Registro 0150): - agência, filial ou posto"
"D400","3","COD_MOD","char","","","","","","","002*","","","C","","Código do modelo do documento fiscal, conforme a Tabela Documentos Fiscais do ICMS"
"D400","4","COD_SIT","char","","","","","","","002*","numeric_code","","N","","Código da situação do documento fiscal, conforme a Tabela Situação do Documento"
"D400","5","SER","char","","","","","","","004","","","C","","Série do documento fiscal"
"D400","6","SUB","char","","","","","","","003","numeric_code","","N","","Subsérie do documento fiscal"
"D400","7","NUM_DOC","char","","","","","","","006","numeric_code","","N","","Número do documento fiscal resumo"
"D400","8","DT_DOC","date","","","","","","","008*","","","D","","Data da emissão do documento fiscal"
"D400","9","VL_DOC","float","","","","","","","","","2","N","","Valor total do documento fiscal"
"D400","10","VL_DESC","float","","","","","","","","","2","N","","Valor acumulado dos descontos"
"D400","11","VL_SERV","float","","","","","","","","","2","N","","Valor acumulado da prestação de serviço"
"D400","12","VL_BC_ICMS","float","","","","","","","","","2","N","","Valor total da base de cálculo do ICMS"
"D400","13","VL_ICMS","float","","","","","","","","","2","N","","Valor total do ICMS"
"D400","14","VL_PIS","float","","","","","","","","","2","N","","Valor do PIS"
"D400","15","VL_COFINS","float","","","","","","","","","2","N","","Valor da COFINS"
"D400","16","COD_CTA","char","","","","","","","","","","C","","Código da conta analítica contábil debitada/creditada"
"D410","2","COD_MOD","char","","","","","","","002","","","C","","Código do modelo do documento fiscal, conforme a Tabela Documentos Fiscais do ICMS"
"D410","3","SER","char","","","","","","","004","","","C","","Série do documento fiscal"
"D410","4","SUB","char","","","","","","","003","numeric_code","","N","","Subsérie do documento fiscal"
"D410","5","NUM_DOC_INI","char","","","","","","","006","numeric_code","","N","","Número do documento fiscal inicial (mesmo modelo, série e subsérie)"
"D410","6","NUM_DOC_FIN","char","","","","","","","006","numeric_code","","N","","Número do documento fiscal final(mesmo modelo, série e subsérie)"
"D410","7","DT_DOC","date","","","","","","","008*","","","D","","Data da emissão dos documentos fiscais"
"D410","8","CST_ICMS","char","","","","","","","003*","numeric_code","","N","","Código da Situação Tributária, conforme Tabela Código da Situação Tributária - CST (ICMS)"
"D410","9","CFOP","char","","","","","","","004*","numeric_code","","N","","Código Fiscal de Operação e Prestação"
"D410","10","ALIQ_ICMS","float","","","","","","","006","","2","N","","Alíquota do ICMS"
"D410","11","VL_OPR","float","","","","","","","","","2","N","","Valor total acumulado das operações correspondentes à combinação de CST/ICMS, CFOP e alíquota do ICMS, incluídas as despesas acessórias e acréscimos"
"D410","12","VL_DESC","float","","","","","","","","","2","N","","Valor acumulado dos descontos"
"D410","13","VL_SERV","float","","","","","","","","","2","N","","Valor acumulado da prestação de serviço"
"D410","14","VL_BC_ICMS","float","","","","","","","","","2","N","","Valor acumulado da base de cálculo do ICMS"
"D410","15","VL_ICMS","float","","","","","","","","","2","N","","Valor acumulado do ICMS"
"D411","2","NUM_DOC_CANC","char","","","","","","","006","numeric_code","","N","","Número do documento fiscal cancelado"
"D420","2","COD_MUN_ORIG","char","","","","","","","007*","numeric_code","","N","","Código do município de origem do serviço, conforme a tabela IBGE"
"D420","3","VL_SERV","float","","","","","","","","","2","N","","Valor total da prestação de serviço"
"D420","4","VL_BC_ICMS","float","","","","","","","","","2","N","","Valor total da base de cálculo do ICMS"
"D420","5","VL_ICMS","float","","","","","","","","","2","N","","Valor total do ICMS"
"D500","2","IND_OPER","char","True","","","","","","001","","","C","O","Indicador do tipo de operação"
"D500","3","IND_EMIT","char","True","","","","","","001","","","C","O","Indicador do emitente do documento fiscal"
"D500","4","COD_PART","char","True","","","","","","060","","","C","O","Código do participante (campo 02 do Registro 0150): - do prestador do serviço, no caso de aquisição; - do tomador do serviço, no caso de prestação"
"D500","5","COD_MOD","char","True","","","","","","002*","","","C","O","Código do modelo do documento fiscal, conforme a Tabela Documentos Fiscais do ICMS"
"D500","6","COD_SIT","char","True","","","","","","002*","numeric_code","","N","O","Código da situação do documento fiscal, conforme a Tabela Situação do Documento"
"D500","7","SER","char","","","","","","","004","","","C","","Série do documento fiscal"
"D500","8","SUB","char","","","","","","","003","","","C","","Subsérie do documento fiscal"
"D500","9","NUM_DOC","char","True","","","","","","009","numeric_code","","N","O","Número do documento fiscal"
"D500","10","DT_DOC","date","True","","","","","","008*","","","D","O","Data da emissão do documento fiscal"
"D500","11","DT_A_P","date","True","","","","","","008*","","","D","O","Data da entrada (aquisição) ou da saída (prestação do serviço)"
"D500","12","VL_DOC","float","True","","","","","","","","2","N","O","Valor total do documento fiscal"
"D500","13","VL_DESC","float","","","","","","","","","2","N","","Valor total do desconto"
"D500","14","VL_SERV","float","True","","","","","","","","2","N","O","Valor da prestação de serviços"
"D500","15","VL_SERV_NT","float","","","","","","","","","2","N","","Valor total dos serviços não-tributados pelo ICMS"
"D500","16","VL_TERC","float","","","","","","","","","2","N","","Valores cobrados em nome de terceiros"
"D500","17","VL_DA","float","","","","","","","","","2","N","","Valor de outras despesas indicadas no documento fiscal"
"D500","18","VL_BC_ICMS","float","","","","","","","","","2","N","","Valor da base de cálculo do ICMS"
"D500","19","VL_ICMS","float","","","","","","","","","2","N","","Valor do ICMS"
"D500","20","COD_INF","char","","","","","","","006","","","C","","Código da informação complementar (campo 02 do Registro 0450)"
"D500","21","VL_PIS","float","","","","","","","","","2","N","","Valor do PIS"
"D500","22","VL_COFINS","float","","","","","","","","","2","N","","Valor da COFINS"
"D500","23","COD_CTA","char","","","","","","","","","","C","","Código da conta analítica contábil debitada/creditada"
"D500","24","TP_ASSINANTE","char","","","","","","","001*","numeric_code","","N","","Código do Tipo de Assinante"
"D510","2","NUM_ITEM","char","","","","","","","003","numeric_code","","N","","Número seqüencial do item no documento fiscal"
"D510","3","COD_ITEM","char","","","","","","","060","","","C","","Código do item (campo 02 do Registro 0200)"
"D510","4","COD_CLASS","char","","","","","","","004*","numeric_code","","N","","Código de classificação do item do serviço de comunicação ou de telecomunicação, conforme a Tabela Classificação de Itens de Energia Elétrica, Serviços de Comunicação e Telecomunicação"
"D510","5","QTD","float","","","","","","","","","3","N","","Quantidade do item"
"D510","6","UNID","char","","","","","","","006","","","C","","Unidade do item (Campo 02 do registro 0190)"
"D510","7","VL_ITEM","float","","","","","","","","","2","N","","Valor do item"
"D510","8","VL_DESC","float","","","","","","","","","2","N","","Valor total do desconto"
"D510","9","CST_ICMS","char","","","","","","","003*","numeric_code","","N","","Código da Situação Tributária, conforme Tabela Código da Situação Tributária - CST (ICMS)"
"D510","10","CFOP","char","","","","","","","004*","numeric_code","","N","","Código Fiscal de Operação e Prestação"
"D510","11","VL_BC_ICMS","float","","","","","","","","","2","N","","Valor da base de cálculo do ICMS"
"D510","12","ALIQ_ICMS","float","","","","","","","006","","2","N","","Alíquota do ICMS"
"D510","13","VL_ICMS","float","","","","","","","","","2","N","","Valor do ICMS creditado/debitado"
"D510","14","VL_BC_ICMS_ST","float","","","","","","","","","2","N","","Valor da base de cálculo do ICMS de outras UFs"
"D510","15","VL_ICMS_ST","float","","","","","","","","","2","N","","Valor do ICMS retido outras UFs"
"D510","16","IND_REC","char","","","","","","","001","","","C","","Indicador do tipo de receita"
"D510","17","COD_PART","char","","","","","","","060","","","C","","Código do participante (campo 02 do Registro 0150) receptor da receita, terceiro da operação, se houver"
"D510","18","VL_PIS","float","","","","","","","","","2","N","","Valor do PIS"
"D510","19","VL_COFINS","float","","","","","","","","","2","N","","Valor da COFINS"
"D510","20","COD_CTA","char","","","","","","","","","","C","","Código da conta analítica contábil debitada/creditada"
"D530","2","IND_SERV","char","","","","","","","001","","","C","","Indicador do tipo de serviço prestado"
"D530","3","DT_INI_SERV","date","","","","","","","008*","","","D","","Data em que se iniciou a prestação do serviço"
"D530","4","DT_FIN_SERV","date","","","","","","","008*","","","D","","Data em que se encerrou a prestação do serviço"
"D530","5","PER_FISCAL","char","","","","","","","006*","numeric_code","","N","","Período fiscal da prestação do serviço (MMAAAA)"
"D530","6","COD_AREA","char","","","","","","","","","","C","","Código de área do terminal faturado"
"D530","7","TERMINAL","int","","","","","","","","","","N","","Identificação do terminal faturado"
"D590","2","CST_ICMS","char","True","","","","","","003*","numeric_code","","N","O","Código da Situação Tributária, conforme Tabela Código da Situação Tributária - CST (ICMS)"
"D590","3","CFOP","char","True","","","","","","004*","numeric_code","","N","O","Código Fiscal de Operação e Prestação"
"D590","4","ALIQ_ICMS","float","","","","","","","006","","2","N","","Alíquota do ICMS"
"D590","5","VL_OPR","float","True","","","","","","","","2","N","O","Valor da operação correspondente à combinação de CST/ICMS, CFOP e alíquota do ICMS, incluídas as despesas acessórias e acréscimos"
"D590","6","VL_BC_ICMS","float","True","","","","","","","","2","N","O","Parcela correspondente ao “Valor da base de cálculo do ICMS” referente à combinação CST/ICMS, CFOP e alíquota do ICMS"
"D590","7","VL_ICMS","float","True","","","","","","","","2","N","O","Parcela correspondente ao “Valor do ICMS” referente à combinação CST/ICMS, CFOP e alíquota do ICMS"
"D590","8","VL_BC_ICMS_ST","float","True","","","","","","","","2","N","O","Parcela correspondente ao “Valor da base de cálculo do ICMS” de outras UFs referente à combinação de CST/ICMS, CFOP e alíquota do ICMS"
"D590","9","VL_ICMS_ST","float","True","","","","","","","","2","N","O","Parcela correspondente ao valor creditado/debitado do ICMS de outras UFs, referente à combinação de CST/ICMS, CFOP e alíquota do ICMS"
