"register","index","code","type","required","in_required","out_required","conditional_required","conditional_in_required","conditional_out_required","length","xsd_type","decimal","spec_type","spec_required","desc"
"1350","5","TIPO_MEDICAO","char","True","","","","","","001","","","C","O","Identificador de medição: 0 - Analógigo 1 - Digital"
"1360","2","NUM_LACRE","char","True","","","","","","020","","","C","O","Número do lacre associado na bomba"
"1360","3","DAT_APLICACAO","date","True","","","","","","008*","","","D","O","Data de aplicação do lacre"
"1370","2","NUM_BICO","char","True","","","","","","003","numeric_code","","N","O","Número seqüencial do bico ligado a bomba"
"1370","3","COD_ITEM","char","True","","","","","","060","","","C","O","Código do Produto, constante do registro 0200"
"1370","4","NUM_TANQUE","char","True","","","","","","003","","","C","O","Tanque que armazena o combustível"
"1390","2","COD_PROD","char","True","","","","","","002*","","","C","O","Código do Produto conforme  de Código de Produto 5.8"
"1391","2","DT_REGISTRO","date","True","","","","","","008*","","","D","O","Data produção"
"1391","3","QTD","float","","","","","","","","","2","N","","Quantidade de insumo esmagado (toneladas)"
"1391","4","ESTQ_INI","float","True","","","","","","","","2","N","O","Estoque inicial (litros/Kg)"
"1391","5","QTD_PRODUZ","float","","","","","","","","","2","N","","Quantidade produzida (litros/Kg)"
"1391","6","ENT_ANID_HID","float","","","","","","","","","2","N","","Entrada de álcool anidro decorrente da transformação do álcool hidratado ou Entrada de álcool hidratado decorrente da transformação do álcool anidro (litros)"
"1391","7","OUTR_ENTR","float","","","","","","","","","2","N","","Outras entradas (litros/Kg)"
"1391","8","PERDA","float","","","","","","","","","2","N","","Evaporação (litros) ou Quebra de peso (Kg)"
"1391","9","CONS","float","","","","","","","","","2","N","","Consumo (litros)"
"1391","10","SAI_ANI_HID","float","","","","","","","","","2","N","","Saída para transformação (litros)"
"1391","11","SAIDAS","float","","","","","","","","","2","N","","Saídas (litros/Kg)"
"1391","12","ESTQ_FIN","float","True","","","","","","","","2","N","O","Estoque final (litros/Kg)"
"1391","13","ESTQ_INI_MEL","float","","","","","","","","","2","N","","Estoque inicial de mel residual (Kg)"
"1391","14","PROD_DIA_MEL","float","","","","","","","","","2","N","","Produção de mel residual (Kg) e entradas de mel (Kg)"
"1391","15","UTIL_MEL","float","","","","","","","","","2","N","","Mel residual utilizado (Kg) e saídas de mel"
"1391","16","PROD_ALC_MEL","float","","","","","","","","","2","N","","Produção de álcool (litros) proveniente do mel residual"
"1391","17","OBS","char","","","","","","","","","","C","","Observações"
"1391","18","COD_ITEM","char","True","","","","","","060","","","C","O","Informar o insumo conforme código do item (campo 02 do Registro 0200)"
"1391","19","TP_RESIDUO","char","True","","","","","","002*","numeric_code","","N","O","01 - Bagaço de cana, 02 - DDG, 03 - WDG ou 04 - DDG + WDG"
"1391","20","QTD_RESIDUO","float","True","","","","","","","","2","N","O","Quantidade de resíduo produzido"
"1391","21","QTD_RESIDUO_DDG","float","True","","","","","","","","2","N","O","Quantidade de resíduo produzido de DDG (toneladas)"
"1391","22","QTD_RESIDUO_WDG","float","True","","","","","","","","2","N","O","Quantidade de resíduo produzido de WDG (toneladas)"
"1391","23","QTD_RESIDUO_CANA","float","True","","","","","","","","2","N","O","Quantidade de resíduo produzido de bagaço de cana (toneladas)"
"1400","2","COD_ITEM_IPM","char","True","","","","","","060","","","C","O","Código do item (Tabela 5.9.1 de Itens UF Índice de Participação dos Municípios ou Tabela 5.9.2 de Itens UF_ST Índice de participação dos Municípios) ou campo 02 do Registro 0200"
"1400","3","MUN","char","True","","","","","","007*","numeric_code","","N","O","Código do município de origem/destino"
"1400","4","VALOR","float","True","","","","","","","","2","N","O","Valor mensal correspondente ao município"
"1500","2","IND_OPER","char","True","","","","","","001","","","C","O","Indicador do tipo de operação (1-Saída)"
"1500","3","IND_EMIT","char","True","","","","","","001","","","C","O","Indicador do emitente do documento fiscal: 0 - Emissão própria"
"1500","4","COD_PART","char","True","","","","","","060","","","C","O","Código do participante (campo 02 do Registro 0150):- do adquirente, no caso das saídas"
"1500","5","COD_MOD","char","True","","","","","","002","","","C","O","Código do modelo do documento fiscal"
"1500","6","COD_SIT","char","True","","","","","","002","numeric_code","","N","O","Código da situação do documento fiscal"
"1500","7","SER","char","","","","","","","004","","","C","","Série do documento fiscal"
"1500","8","SUB","char","","","","","","","003","numeric_code","","N","","Subsérie do documento fiscal"
"1500","9","COD_CONS","char","True","","","","","","002*","numeric_code","","N","O","Código de classe de consumo de energia elétrica"
"1500","10","NUM_DOC","char","True","","","","","","009","numeric_code","","N","O","Número do documento fiscal"
"1500","11","DT_DOC","date","True","","","","","","008*","","","D","O","Data da emissão do documento fiscal"
"1500","12","DT_E_S","date","True","","","","","","008*","","","D","O","Data da entrada ou da saída"
"1500","13","VL_DOC","float","True","","","","","","","","2","N","O","Valor total do documento fiscal"
"1500","14","VL_DESC","float","","","","","","","","","2","N","","Valor total do desconto"
"1500","15","VL_FORN","float","True","","","","","","","","2","N","O","Valor total fornecido/consumido"
"1500","16","VL_SERV_NT","float","","","","","","","","","2","N","","Valor total dos serviços não-tributados pelo ICMS"
"1500","17","VL_TERC","float","","","","","","","","","2","N","","Valor total cobrado em nome de terceiros"
"1500","18","VL_DA","float","","","","","","","","","2","N","","Valor total de despesas acessórias indicadas no documento fiscal"
"1500","19","VL_BC_ICMS","float","","","","","","","","","2","N","","Valor acumulado da base de cálculo do ICMS"
"1500","20","VL_ICMS","float","","","","","","","","","2","N","","Valor acumulado do ICMS"
"1500","21","VL_BC_ICMS_ST","float","","","","","","","","","2","N","","Valor acumulado da base de cálculo do ICMS substituição tributária"
"1500","22","VL_ICMS_ST","float","","","","","","","","","2","N","","Valor acumulado do ICMS retido por substituição tributária"
"1500","23","COD_INF","char","","","","","","","006","","","C","","Código da informação complementar do documento fiscal (campo 02 do Registro 0450)"
"1500","24","VL_PIS","float","","","","","","","","","2","N","","Valor do PIS"
"1500","25","VL_COFIS","float","","","","","","","","","2","N","","Valor do COFIS"
"1500","26","TP_LIGACAO","char","","","","","","","001*","numeric_code","","N","","Código de tipo de Ligação"
"1500","27","COD_GRUPO_TENSAO","char","","","","","","","002*","numeric_code","","N","","Código de grupo de tensão"
"1510","2","NUM_ITEM","char","True","","","","","","003","numeric_code","","N","O","Número sequencial do item no documento fiscal"
"1510","3","COD_ITEM","char","True","","","","","","060","","","C","O","Código do item (campo 02 do Registro 0200)"
"1510","4","COD_CLASS","char","True","","","","","","004*","numeric_code","","N","O","Código de classificação do item de energia elétrica"
"1510","5","QTD","float","","","","","","","","","3","N","","Quantidade do item"
"1510","6","UNID","char","","","","","","","006","","","C","","Unidade do item (Campo 02 do registro 0190)"
"1510","7","VL_ITEM","float","True","","","","","","","","2","N","O","Valor do item"
"1510","8","VL_DESC","float","","","","","","","","","2","N","","Valor total do desconto"
"1510","9","CST_ICMS","char","True","","","","","","003*","numeric_code","","N","O","Código da Situação Tributária"
"1510","10","CFOP","char","True","","","","","","004*","numeric_code","","N","O","Código Fiscal de Operação e Prestação"
"1510","11","VL_BC_ICMS","float","","","","","","","","","2","N","","Valor da base de cálculo do ICMS"
"1510","12","ALIQ_ICMS","float","","","","","","","006","","2","N","","Alíquota do ICMS"
"1510","13","VL_ICMS","float","","","","","","","","","2","N","","Valor do ICMS creditado/debitado"
"1510","14","VL_BC_ICMS_ST","float","","","","","","","","","2","N","","Valor da base de cálculo referente à substituição tributária"
"1510","15","ALIQ_ST","float","","","","","","","","","2","N","","Alíquota do ICMS da substituição tributária na unidade da federação de destino"
"1510","16","VL_ICMS_ST","float","","","","","","","","","2","N","","Valor do ICMS referente à substituição tributária"
"1510","17","IND_REC","char","True","","","","","","001*","","","C","O","Indicador do tipo de receita: 0-Receita própria; 1-Receita de terceiros"
"1510","18","COD_PART","char","","","","","","","060","","","C","","Código do participante receptor da receita, terceiro da operação (campo 02 do Registro 0150)"
"1510","19","VL_PIS","float","","","","","","","","","2","N","","Valor do PIS"
"1510","20","VL_COFIS","float","","","","","","","","","2","N","","Valor da COFINS"
"1510","21","COD_CTA","char","","","","","","","","","","C","","Código da conta analítica contábil debitada/creditada"
"1601","2","COD_PART_IP","char","True","","","","","","060","","","C","O","Código do participante (campo 02 do Registro 0150): identificação da instituição que efetuou o pagamento"
"1601","3","COD_PART_IT","char","","","","","","","060","","","C","","Código do participante (campo 02 do Registro 0150): identificação do intermediador da transação"
"1601","4","TOT_VS","float","True","","","","","","","","2","N","O","Valor total bruto das vendas e/ou prestações de serviços no campo de incidência do ICMS (TOT_VS), incluindo operações com imunidade do imposto"
"1601","5","TOT_ISS","float","True","","","","","","","","2","N","O","Valor total bruto das prestações de serviços no campo de incidência do ISS (TOT_ISS)"
"1601","6","TOT_OUTROS","float","True","","","","","","","","2","N","O","Valor total de operações deduzido dos valores dos campos TOT_VS e TOT_ISS."
"1700","2","COD_DISP","char","True","","","","","","002*","","","C","O","Código dispositivo autorizado"
"1700","3","COD_MOD","char","True","","","","","","002*","","","C","O","Código do modelo do documento fiscal"
"1700","4","SER","char","","","","","","","004","","","C","","Série do documento fiscal"
"1700","5","SUB","char","","","","","","","003","","","C","","Subsérie do documento fiscal"
"1700","6","NUM_DOC_INI","char","True","","","","","","012","numeric_code","","N","O","Número do documento fiscal inicial"
"1700","7","NUM_DOC_FIN","char","True","","","","","","012","numeric_code","","N","O","Número do documento fiscal final"
"1700","8","NUM_AUT","char","True","","","","","","060","numeric_code","","N","O","Número da autorização, conforme dispositivo autorizado"
"1710","6","NUM_DOC_INI","char","True","","","","","","012","numeric_code","","N","O","Número do dispositivo autorizado inicial"
"1710","7","NUM_DOC_FIN","char","True","","","","","","012","numeric_code","","N","O","Número do dispositivo autorizado final"
"1800","2","VL_CARGA","float","True","","","","","","","","2","N","O","Valor das prestações cargas (Tributado)"
"1800","3","VL_PASS","float","True","","","","","","","","2","N","O","Vr. das prestações passageiros/cargas (Não Tributado)"
"1800","4","VL_FAT","float","True","","","","","","","","2","N","O","Valor total do faturamento"
"1800","5","IND_RAT","char","True","","","","","","008","numeric_code","6","N","O","Índice para rateio"
"1800","6","VL_ICMS_ANT","float","True","","","","","","","","2","N","O","Valor total dos créditos de ICMS"
"1800","7","VL_BC_ICMS","float","True","","","","","","","","2","N","O","Valor da base de cálculo do ICMS"
"1800","8","VL_ICMS_APUR","float","True","","","","","","","","2","N","O","Valor do ICMS apurado"
"1800","9","VL_BC_ICMS_APUR","float","True","","","","","","","","2","N","O","Valor da base de cálclo do ICMS apurada"
"1800","10","VL_DIF","float","True","","","","","","","","2","N","O","Vr. da diferença a ser levada a estorno de crédito na apuração"
"1900","2","IND_APUR_ICMS","char","True","","","","","","001*","","","C","O","Indicador de apuração do ICMS"
"1900","3","DESCR_COMPL_OUT_APUR","char","True","","","","","","","","","C","O","Descrição complementar de Outra Apuração do ICMS"
"1910","2","DT_INI","date","True","","","","","","008*","","","D","O","Data Inicial da sub-apuração"
